Macroárea,Área de Estudo,Nome,Gênero,Bolsa PQ,Instituição,Estado da Instituição,Região da Instituição
Ciências da Vida,Medicina,Mauro Silveira de Queiroz Campos,Homem,PQ-B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Maycon de Moura Reboredo,Homem,PQ-2,UFJF,MG,Sudeste
Ciências da Vida,Medicina,Melania Maria Ramos de Amorim,Mulher,PQ-1C,IMIP,PE,Nordeste
Ciências da Vida,Medicina,Milena Soriano Marcolino,Mulher,PQ-B,UFMG,MG,Sudeste
Ciências da Vida,Medicina,Mirian Aparecida Boim,Mulher,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Moises Cohen,Homem,PQ-1B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Monica Roberto Gadelha,Mulher,PQ-A,UFRJ,RJ,Sudeste
Ciências da Vida,Medicina,Mário Luiz Ribeiro Monteiro,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Mônica Corso Pereira,Mulher,PQ-2,UNICAMP,SP,Sudeste
Ciências da Vida,Medicina,Nadine Oliveira Clausell,Mulher,PQ-1C,HCPA,RS,Sul
Ciências da Vida,Medicina,Nelson Hamerschlak,Homem,PQ-1C,IIEPAE,SP,Sudeste
Ciências da Vida,Medicina,Neusa Sica da Rocha,Mulher,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Medicina,Newton Kara José Junior,Homem,PQ-B,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Niels Olsen Saraiva Câmara,Homem,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Medicina,Nivaldo Alonso,Homem,PQ-1B,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Octávio Marques Pontes Neto,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Medicina,Omero Benedicto Poli Netto,Homem,PQ-B,USP,SP,Sudeste
Ciências da Vida,Medicina,Orestes Vicente Forlenza,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Otávio de Toledo Nóbrega,Homem,PQ-2,UnB,DF,Centro-Oeste
Ciências da Vida,Medicina,Pasqual Barretti,Homem,PQ-B,UNESP,SP,Sudeste
Ciências da Vida,Medicina,Patricia de Fátima dos Santos Teixeira,Mulher,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Medicina,Patrícia Brasil,Mulher,PQ-1D,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Medicina,Paula Andrea de Albuquerque Salles Navarro,Mulher,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Paulo Adriano Schwingel,Homem,PQ-B,UPE,PE,Nordeste
Ciências da Vida,Medicina,Paulo Caramelli,Homem,PQ-1C,UFMG,MG,Sudeste
Ciências da Vida,Medicina,Paulo Eduardo Luiz de Mattos,Homem,PQ-B,IDOR,RJ,Sudeste
Ciências da Vida,Medicina,Paulo Emílio Corrêa Leite,Homem,PQ-2,Huap-UFF/Ebserh,RJ,Sudeste
Ciências da Vida,Medicina,Paulo Goberlanio de Barros Silva,Homem,PQ-2,ICC,CE,Nordeste
Ciências da Vida,Medicina,Paulo Gustavo Kotze,Homem,PQ-1C,PUC/PR,PR,Sul
Ciências da Vida,Medicina,Paulo Herman,Homem,PQ-1D,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Paulo Hilario Nascimento Saldiva,Homem,PQ-A,USP,SP,Sudeste
Ciências da Vida,Medicina,Paulo Louzada Junior,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Medicina,Paulo Manuel Pêgo-Fernandes,Homem,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Medicina,Paulo Pimentel de Assumpção,Homem,PQ-1D,UFPA,PA,Norte
Ciências da Vida,Medicina,Paulo Ricardo Criado,Homem,PQ-2,FMABC,SP,Sudeste
Ciências da Vida,Medicina,Paulo Roberto Bignardi,Homem,PQ-C,PUC/PR,PR,Sul
Ciências da Vida,Medicina,Paulo Roberto Lima Machado,Homem,PQ-1D,UFBA,BA,Nordeste
Ciências da Vida,Medicina,Paulo Santoro Belangero,Homem,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Pedro Braga Neto,Homem,PQ-1C,UFC,CE,Nordeste
Ciências da Vida,Medicina,Pedro Kallas Curiati,Homem,PQ-C,SIRIO-LIBANÊS,SP,Sudeste
Ciências da Vida,Medicina,Pedro Luiz Toledo de Arruda Lourencao,Homem,PQ-B,UNESP,SP,Sudeste
Ciências da Vida,Medicina,Pedro Tadao Hamamoto Filho,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Medicina,Pedro Vieira da Silva Magalhães,Homem,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Medicina,Poli Mara Spritzer,Mulher,PQ-1A,UFRGS,RS,Sul
Ciências da Vida,Medicina,Rachel Riera,Mulher,PQ-B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Rachel Simões Pimenta Riechelmann,Mulher,PQ-1C,FAP,PR,Sul
Ciências da Vida,Medicina,Raphael Machado de Castilhos,Homem,PQ-2,HCPA,RS,Sul
Ciências da Vida,Medicina,Raquel Carvalho Montenegro,Mulher,PQ-1D,UFC,CE,Nordeste
Ciências da Vida,Medicina,Raul Cavalcante Maranhao,Homem,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Medicina,Raul Dias dos Santos Filho,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Regina Celia Mello Santiago Moises,Mulher,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Reinaldo Salomão,Homem,PQ-1B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Renan Pedra de Souza,Homem,PQ-B,UFMG,MG,Sudeste
Ciências da Vida,Medicina,Renato Fraietta,Homem,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Renato Soibelmann Procianoy,Homem,PQ-1C,HCPA,RS,Sul
Ciências da Vida,Medicina,Renato Tetelbom Stein,Homem,PQ-1C,PUCRS,RS,Sul
Ciências da Vida,Medicina,Ricardo Ferreira Bento,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Ricardo Francalacci Savaris,Homem,PQ-B,UFRGS,RS,Sul
Ciências da Vida,Medicina,Ricardo Machado Xavier,Homem,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Medicina,Ricardo Ney Oliveira Cobucci,Homem,PQ-B,MEJC-UFRN/Ebserh,RN,Nordeste
Ciências da Vida,Medicina,Ricardo Pimenta Bertolla,Homem,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Ricardo Queiroz Gurgel,Homem,PQ-1C,UFS,SE,Nordeste
Ciências da Vida,Medicina,Ricardo Sobhie Diaz,Homem,PQ-B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Ricardo Stein,Homem,PQ-B,UFRGS,RS,Sul
Ciências da Vida,Medicina,Ricardo de Carvalho Cavalli,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Medicina,Ricardo de Castro Cintra Sesso,Homem,PQ-1C,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Ricardo dos Reis,Homem,PQ-B,FPXII,SP,Sudeste
Ciências da Vida,Medicina,Rita de Cássia Silveira,Mulher,PQ-1D,HCPA,RS,Sul
Ciências da Vida,Medicina,Robson Luis Oliveira de Amorim,Homem,PQ-B,UFAM,AM,Norte
Ciências da Vida,Medicina,Rodrigo Affonseca Bressan,Homem,PQ-B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Rodrigo Alvaro Brandão Lopes Martins,Homem,PQ-1B,UniEVANGELICA,GO,Centro-Oeste
Ciências da Vida,Medicina,Rodrigo Feliciano do Carmo,Homem,PQ-B,UNIVASF,PE,Nordeste
Ciências da Vida,Medicina,Rodrigo Grassi-Oliveira,Homem,PQ-1B,PUCRS,RS,Sul
Ciências da Vida,Medicina,Rodrigo Ruano,Homem,PQ-2,FCMSCSP,SP,Sudeste
Ciências da Vida,Medicina,Rodrigo do Tocantins Calado De Saloma Rodrigues,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Roger Walz,Homem,PQ-1A,UFSC,SC,Sul
Ciências da Vida,Medicina,Rogerio Aparecido Dedivitis,Homem,PQ-2,FFM,SP,Sudeste
Ciências da Vida,Medicina,Rogerio de Souza,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Rosa Maria Affonso Moysés,Mulher,PQ-B,USP,SP,Sudeste
Ciências da Vida,Medicina,Rosa Maria Esteves Arantes,Mulher,PQ-1C,UFMG,MG,Sudeste
Ciências da Vida,Medicina,Rosana Maria dos Reis,Mulher,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Rosekeila Simões Nomelini,Mulher,PQ-2,UFTM,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Antropologia,Esther Jean Langdon,Mulher,PQ-SR,UFSC,SC,Sul
Ciências da Vida,Medicina,Ruffo Freitas-Junior,Homem,PQ-B,UFG,GO,Centro-Oeste
Ciências da Vida,Medicina,Samuel Katsuyuki Shinjo,Homem,PQ-1D,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Sandra Cristina Pereira Costa Fuchs,Mulher,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Medicina,Sandra Gofinet Pasoto,Mulher,PQ-2,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Sandra Maria Barbalho,Mulher,PQ-B,HU/Marília,SP,Sudeste
Ciências da Vida,Medicina,Sandra Pinho Silveiro,Mulher,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Medicina,Sandro Percário,Homem,PQ-B,UFPA,PA,Norte
Ciências da Vida,Medicina,Sara Teresinha Olalla Saad,Mulher,PQ-1A,UNICAMP,SP,Sudeste
Ciências da Vida,Medicina,Saulo Gil,Homem,PQ-C,UNISA,SP,Sudeste
Ciências da Vida,Medicina,Selma Maria Bezerra Jeronimo,Mulher,PQ-B,UFRN,RN,Nordeste
Ciências da Vida,Medicina,Sergio Atala Dib,Homem,PQ-B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Sergio Cavalheiro,Homem,PQ-1B,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Sergio Luis Schmidt,Homem,PQ-1B,UNIRIO,RJ,Sudeste
Ciências da Vida,Medicina,Sergio Tufik,Homem,PQ-1A,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Sheila Cavalcante Caetano,Mulher,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Silméia Garcia Zanati Bazan,Mulher,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Medicina,Silvana Artioli Schellini,Mulher,PQ-1C,UNESP,SP,Sudeste
Ciências da Vida,Medicina,Silvia Figueiredo Costa,Mulher,PQ-1D,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Silvia Maria Meira Magalhães,Mulher,PQ-2,UFC,CE,Nordeste
Ciências da Vida,Medicina,Simone Appenzeller,Mulher,PQ-1B,UNICAMP,SP,Sudeste
Ciências da Vida,Medicina,Simone Magagnin Wajner,Mulher,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Medicina,Sonia Mara Raboni,Mulher,PQ-1C,UFPR,PR,Sul
Ciências da Vida,Medicina,Sonia Maria Dozzi Brucki,Mulher,PQ-1B,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Sonir Roberto Rauber Antonini,Homem,PQ-B,USP,SP,Sudeste
Ciências da Vida,Medicina,Soniza Vieira Alves Leon,Mulher,PQ-1B,UNIRIO,RJ,Sudeste
Ciências da Vida,Medicina,Sophie Françoise Mauricette Derchain,Mulher,PQ-1B,UNICAMP,SP,Sudeste
Ciências da Vida,Medicina,Sueli Coelho da Silva Carneiro,Mulher,PQ-B,UERJ,RJ,Sudeste
Ciências da Vida,Medicina,Suely Kazue Nagahashi Marie,Mulher,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Medicina,Suely Meireles Rezende,Mulher,PQ-1D,UFMG,MG,Sudeste
Ciências da Vida,Medicina,Suzana Erico Tanni,Mulher,PQ-B,UNESP,SP,Sudeste
Ciências da Vida,Medicina,Tania Aparecida Sartori Sanchez Bachega,Mulher,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Medicina,Teresa Cristina de Abreu Ferrari,Mulher,PQ-2,UFMG,MG,Sudeste
Ciências da Vida,Medicina,Terezila Machado Coimbra,Mulher,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Medicina,Thais Mauad,Mulher,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Medicina,Thelma Suely Okay,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Medicina,Thiago Cardoso Vale,Homem,PQ-C,UFJF,MG,Sudeste
Ciências da Vida,Medicina,Thiago Marques Fidalgo,Homem,PQ-2,UNIFESP,SP,Sudeste
Ciências da Vida,Medicina,Thiago Wendt Viola,Homem,PQ-B,PUCRS,RS,Sul
Ciências da Vida,Medicina,Ulysses Ribeiro Júnior,Homem,PQ-2,FFM,SP,Sudeste
Ciências da Vida,Medicina,Valeria Cavalcanti Rolla,Mulher,PQ-B,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Medicina,Vanda Jorgetti,Mulher,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Medicina,Vanderson Geraldo Rocha,Homem,PQ-2,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Vania dos Santos Nunes Nogueira,Mulher,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Medicina,Vera Luiza Capelozzi,Mulher,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Medicina,Vera Lúcia Gil da Silva Lopes,Mulher,PQ-1C,UNICAMP,SP,Sudeste
Ciências da Vida,Medicina,Vinicius de Lima Vazquez,Homem,PQ-2,FPXII,SP,Sudeste
Ciências da Vida,Medicina,Vivian Resende,Mulher,PQ-1C,UFMG,MG,Sudeste
Ciências da Vida,Medicina,Wagner Farid Gattaz,Homem,PQ-1A,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Wellington Andraus,Homem,PQ-B,HCFMUSP,SP,Sudeste
Ciências da Vida,Medicina,Wilma Terezinha Anselmo-Lima,Mulher,PQ-B,USP,SP,Sudeste
Ciências da Vida,Medicina,Wilson Marques Junior,Homem,PQ-B,USP,SP,Sudeste
Ciências da Vida,Medicina,Wilson Nadruz Junior,Homem,PQ-1C,UNICAMP,SP,Sudeste
Ciências da Vida,Medicina,Wyllians José Vendramini Borelli,Homem,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Abelardo Silva-Júnior,Homem,PQ-1D,UFAL,AL,Nordeste
Ciências da Vida,Medicina Veterinária,Abrahão Alves de Oliveira Filho,Homem,PQ-C,UFCG,PB,Nordeste
Ciências da Vida,Medicina Veterinária,Adriano Bonfim Carregaro,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Alan Gomes Pöppl,Homem,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Aleksandro Schafer da Silva,Homem,PQ-1B,UDESC,SC,Sul
Ciências da Vida,Medicina Veterinária,Alessandra Estrela da Silva Lima,Mulher,PQ-1D,UFBA,BA,Nordeste
Ciências da Vida,Medicina Veterinária,Alessandra Melchert,Mulher,PQ-2,FMVZ,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Alessandro Francisco Talamini do Amarante,Homem,PQ-1C,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Alexander Welker Biondo,Homem,PQ-A,UFPR,PR,Sul
Ciências da Vida,Medicina Veterinária,Alexandra Acco,Mulher,PQ-C,UFPR,PR,Sul
Ciências da Vida,Medicina Veterinária,Alexandre Mazzanti,Homem,PQ-1C,UFSM,RS,Sul
Ciências da Vida,Medicina Veterinária,Alexandre Rodrigues Silva,Homem,PQ-1B,UFERSA,RN,Nordeste
Ciências da Vida,Medicina Veterinária,Alexandre Secorun Borges,Homem,PQ-C,FMVZ,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Alexsandra Fernandes Pereira,Mulher,PQ-1D,UFERSA,RN,Nordeste
Ciências da Vida,Medicina Veterinária,Alfredo Quites Antoniazzi,Homem,PQ-C,UFSM,RS,Sul
Ciências da Vida,Medicina Veterinária,Alice Maria Melville Paiva Della Libera,Mulher,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Alynne da Silva Barbosa,Mulher,PQ-2,UFF,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Amauri Alcindo Alfieri,Homem,PQ-1A,UEL,PR,Sul
Ciências da Vida,Medicina Veterinária,Ana Carolina Borsanelli,Mulher,PQ-C,UFG,GO,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Ana Cláudia Franco,Mulher,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Ana Flávia Machado Botelho,Mulher,PQ-2,UFG,GO,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Ana Liz Garcia Alves,Mulher,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Ana Lucia Abreu Silva,Mulher,PQ-C,UEMA,MA,Nordeste
Ciências da Vida,Medicina Veterinária,Ana Paula Frederico Rodrigues Loureiro,Mulher,PQ-1B,UEL,PR,Sul
Ciências da Vida,Medicina Veterinária,Ana Paula Gonçalves Mellagi,Mulher,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Ana Paula Ribeiro Rodrigues,Mulher,PQ-1A,UECE,CE,Nordeste
Ciências da Vida,Medicina Veterinária,Andrea Micke Moreno,Mulher,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Andrigo Barboza De Nardi,Homem,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,André Felipe Streck,Homem,PQ-C,UCS,RS,Sul
Ciências da Vida,Medicina Veterinária,André Furugen Cesar de Andrade,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Angelo Berchieri Junior,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Anthony César de Souza Castilho,Homem,PQ-C,UNOESTE,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Antonio Flávio Medeiros Dantas,Homem,PQ-C,UFCG,PB,Nordeste
Ciências da Vida,Medicina Veterinária,Antonio Humberto Hamad Minervino,Homem,PQ-1C,UFOPA,PA,Norte
Ciências da Vida,Medicina Veterinária,Antonio Sergio Varela Junior,Homem,PQ-1C,FURG,RS,Sul
Ciências da Vida,Medicina Veterinária,Antônio Chaves de Assis Neto,Homem,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Arleana do Bom Parto Ferreira de Almeida,Mulher,PQ-2,UFMT,MT,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Arlei Marcili,Homem,PQ-1C,UNISA,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Belchiolina Beatriz Fonseca,Mulher,PQ-2,UFU,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Benito Soto Blanco,Homem,PQ-1B,UFMG,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Bernardo Garziera Gasperin,Homem,PQ-A,UFPEL,RS,Sul
Ciências da Vida,Medicina Veterinária,Bruna da Rosa Curcio,Mulher,PQ-2,UFPEL,RS,Sul
Ciências da Vida,Medicina Veterinária,Bruno Watanabe Minto,Homem,PQ-1C,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Caio Marcio de Oliveira Monteiro,Homem,PQ-A,UFG,GO,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Camila Infantosi Vannucchi,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Camila Stefanie Fonseca de Oliveira,Mulher,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Carla Forte Maiolino Molento,Mulher,PQ-B,UFPR,PR,Sul
Ciências da Vida,Medicina Veterinária,Carlos Adam Conte Junior,Homem,PQ-1A,UFRJ,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Carlos Alberto Hussni,Homem,PQ-1D,FMVZ,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Carlos Alberto do Nascimento Ramos,Homem,PQ-2,UFMS,MS,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Carlos Augusto Fernandes de Oliveira,Homem,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Carlos Eduardo Ambrósio,Homem,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Carlos Eduardo Bezerra de Moura,Homem,PQ-C,UFERSA,RN,Nordeste
Ciências da Vida,Medicina Veterinária,Carlos Eurico dos Santos Fernandes,Homem,PQ-2,UFMS,MS,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Carlos Humberto Corassin,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Carolina Madeira Lucci,Mulher,PQ-2,UnB,DF,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Cinthia Melazzo de Andrade,Mulher,PQ-C,UFSM,RS,Sul
Ciências da Vida,Medicina Veterinária,Clarice Weis Arns,Mulher,PQ-2,UNICAMP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Clebert Jose Alves,Homem,PQ-1C,UFCG,PB,Nordeste
Ciências da Vida,Medicina Veterinária,Cláudia Valéria Seullner Brandão,Mulher,PQ-C,FMVZ,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Cláudio Wageck Canal,Homem,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Cristiane Schilbach Pizzutto,Mulher,PQ-C,IBU,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Cristina Santos Sotomaior,Mulher,PQ-2,PUC/PR,PR,Sul
Ciências da Vida,Medicina Veterinária,Daise Aparecida Rossi,Mulher,PQ-2,UFU,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Daniela Dib Gonçalves,Mulher,PQ-1C,UNIPAR,PR,Sul
Ciências da Vida,Medicina Veterinária,Daniela Isabel Brayer Pereira,Mulher,PQ-2,UFPEL,RS,Sul
Ciências da Vida,Medicina Veterinária,Daniele dos Santos Martins,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Danielle Ferreira de Magalhães Soares,Mulher,PQ-2,UFMG,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Darci Moraes Barros-Battesti,Mulher,PQ-1B,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,David Driemeier,Homem,PQ-1A,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,David Soeiro Barbosa,Homem,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Davide Rondina,Homem,PQ-C,UECE,CE,Nordeste
Ciências da Vida,Medicina Veterinária,Debora Decote Ricardo de Lima,Mulher,PQ-C,UFRRJ,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Dirceu Guilherme de Souza Ramos,Homem,PQ-C,UFJ,GO,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Eduardo Fernandes Bondan,Homem,PQ-1C,UNIP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Eduardo Furtado Flores,Homem,PQ-1B,UFSM,RS,Sul
Ciências da Vida,Medicina Veterinária,Elaine Maria Seles Dorneles,Mulher,PQ-B,UFLA,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Elane Guerreiro Giese,Mulher,PQ-1D,UFRA,PA,Norte
Ciências da Vida,Medicina Veterinária,Eliane Teixeira Mársico,Mulher,PQ-A,UFF,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Eliza Simone Viégas Sallis,Mulher,PQ-2,UFPEL,RS,Sul
Ciências da Vida,Medicina Veterinária,Elmiro Rosendo do Nascimento,Homem,PQ-1C,UFF,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Emerson Lourenco,Homem,PQ-2,UNIPAR,PR,Sul
Ciências da Vida,Medicina Veterinária,Emily Correna Carlo Reis,Mulher,PQ-C,UFV,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Enio Ferreira,Homem,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Erick Almeida Esmerino,Homem,PQ-2,UFF,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Estevam Guilherme Lux Hoppe,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Eunice Oba,Mulher,PQ-1C,FMVZ,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Fabiana Ferreira de Souza,Mulher,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Fabiano Borges Figueiredo,Homem,PQ-1D,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Fabiano Montiani-Ferreira,Homem,PQ-2,UFPR,PR,Sul
Ciências da Vida,Medicina Veterinária,Fabio Barbour Scott,Homem,PQ-C,UFRRJ,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Fabio Raphael Pascoti Bruhn,Homem,PQ-C,UFPEL,RS,Sul
Ciências da Vida,Medicina Veterinária,Fabio Ribeiro Braga,Homem,PQ-1C,UVV,ES,Sudeste
Ciências da Vida,Medicina Veterinária,Fabricio Rochedo Conceição,Homem,PQ-1D,UFPEL,RS,Sul
Ciências da Vida,Medicina Veterinária,Fabrício Souza Campos,Homem,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Felipe Masiero Salvarani,Homem,PQ-C,UFPA,PA,Norte
Ciências da Vida,Medicina Veterinária,Felipe Perecin,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Felipe Zandonadi Brandão,Homem,PQ-1B,UFF,RJ,Sudeste
Ciências da Vida,Medicina Veterinária,Felipe da Silva Krawczak,Homem,PQ-C,UFG,GO,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Fernanda Radicchi Campos Lobato de Almeida,Mulher,PQ-2,UFMG,MG,Sudeste
Ciências da Vida,Medicina Veterinária,Fernanda Silveira Flôres Vogel,Mulher,PQ-1B,UFSM,RS,Sul
Ciências da Vida,Medicina Veterinária,Fernanda da Cruz Landim e Alvarenga,Mulher,PQ-2,FMVZ,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Fernando Almeida de Souza,Homem,PQ-C,UEMA,MA,Nordeste
Ciências da Vida,Medicina Veterinária,Fernando Ferreira,Homem,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Fernando Nogueira de Souza,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Medicina Veterinária,Fernando Pandolfo Bortolozzo,Homem,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Fernando Rosado Spilki,Homem,PQ-1B,FEEVALE,RS,Sul
Ciências da Vida,Medicina Veterinária,Fernando de Almeida Borges,Homem,PQ-C,UFMS,MS,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Flábio Ribeiro de Araújo,Homem,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Medicina Veterinária,Franciele Maboni Siqueira,Mulher,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Medicina Veterinária,Francielli Weber Santos Cibin,Mulher,PQ-2,UNIPAMPA,RS,Sul
Ciências da Vida,Medicina Veterinária,Francisco Borges Costa,Homem,PQ-2,UEMA,MA,Nordeste
Ciências da Vida,Medicina Veterinária,Francislaine Aparecida dos Reis Lívero,Mulher,PQ-C,UFPR,PR,Sul
