Macroárea,Área de Estudo,Nome,Gênero,Bolsa PQ,Instituição,Estado da Instituição,Região da Instituição
Ciências Humanas e Sociais Aplicadas,Direito,Mônia Clarissa Hennig Leal,Mulher,PQ-C,UNISC,RS,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Noel Struchiner,Homem,PQ-2,PUC-Rio,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Orides Mezzaroba,Homem,PQ-1D,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Otavio Luiz Rodrigues Junior,Homem,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Ricardo Marcelo Fonseca,Homem,PQ-1B,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Rosangela Lunardelli Cavallazzi,Mulher,PQ-1A,UFRJ,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Salete Oro Boff,Mulher,PQ-C,ATITUS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Samuel Rodrigues Barbosa,Homem,PQ-2,FDUSP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Sandra Regina Martini,Mulher,PQ-C,UNILASALLE,RS,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Solange Teles da Silva,Mulher,PQ-2,MACKENZIE,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Soraya Regina Gasparetto Lunardi,Mulher,PQ-2,UNESP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Tarin Montalverne,Mulher,PQ-2,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Direito,Taysa Schiocchet,Mulher,PQ-2,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Thomas da Rosa de Bustamante,Homem,PQ-B,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Thula Rafaela de Oliveira Pires,Mulher,PQ-2,PUC-Rio,RJ,Sudeste
Ciências Humanas e Sociais Aplicadas,Direito,Vanessa Chiari Gonçalves,Mulher,PQ-2,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Vera Karam de Chueiri,Mulher,PQ-2,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Direito,Wilson Engelmann,Homem,PQ-2,UNISINOS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Adriano Caliman Ferreira da Silva,Homem,PQ-2,UFRN,RN,Nordeste
Ciências da Vida,Ecologia e Limnologia,Adriano Garcia Chiarello,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Adriano Pereira Paglia,Homem,PQ-1C,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Adriano Sanches Melo,Homem,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Afonso Celso Dias Bainy,Homem,PQ-1B,UFSC,SC,Sul
Ciências da Vida,Ecologia e Limnologia,Alexander Vicente Christianini,Homem,PQ-C,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Alexandra Pires Fernandez,Mulher,PQ-2,UFRRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Alexandre Adalardo de Oliveira,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Alexandre Vasconcellos,Homem,PQ-C,UFPB,PB,Nordeste
Ciências da Vida,Ecologia e Limnologia,Ana Catarina Conte Jakovac,Mulher,PQ-2,UFSC,SC,Sul
Ciências da Vida,Ecologia e Limnologia,Ana Cláudia Mendes Malhado,Mulher,PQ-1D,UFAL,AL,Nordeste
Ciências da Vida,Ecologia e Limnologia,Ana Cristina Petry,Mulher,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Ana Teresa Lombardi,Mulher,PQ-1D,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Andre Andrian Padial,Homem,PQ-1D,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,André Megali Amado,Homem,PQ-2,UFJF,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,André de Camargo Guaraldo,Homem,PQ-C,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Angelo Antonio Agostinho,Homem,PQ-1A,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Angelo Gilberto Manzatto,Homem,PQ-C,UNIR,RO,Norte
Ciências da Vida,Ecologia e Limnologia,Ariadne do Nascimento Moura,Mulher,PQ-2,UFRPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Augusto João Piratelli,Homem,PQ-2,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Björn Gücker,Homem,PQ-1D,UFSJ,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Blandina Felipe Viana,Mulher,PQ-C,UFBA,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Bruna Martins Bezerra,Mulher,PQ-2,UFPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Bruno Vilela de Moraes e Silva,Homem,PQ-2,UFBA,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Bráulio Almeida Santos,Homem,PQ-1D,UFPB,PB,Nordeste
Ciências da Vida,Ecologia e Limnologia,Bárbara Dunck Oliveira,Mulher,PQ-C,UFRA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Carla Rodrigues Ribas,Mulher,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Carla Suertegaray Fontana,Mulher,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Carlos Alberto Nobre Quesada,Homem,PQ-1B,INPA,AM,Norte
Ciências da Vida,Ecologia e Limnologia,Carlos Eduardo de Rezende,Homem,PQ-1A,UENF,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Carlos Eduardo de Viveiros Grelle,Homem,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Carlos Frederico Duarte da Rocha,Homem,PQ-1A,UERJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Carlos Ramón Ruiz Miranda,Homem,PQ-2,UENF,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Carlos Roberto Sorensen Dutra da Fonseca,Homem,PQ-1D,UFRN,RN,Nordeste
Ciências da Vida,Ecologia e Limnologia,Carolina Volkmer de Castilho,Mulher,PQ-C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Claudia Costa Bonecker,Mulher,PQ-1D,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Cláudia Bueno dos Reis Martinez,Mulher,PQ-1B,UEL,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Cristian de Sales Dambros,Homem,PQ-C,UFSM,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Cristina Stenert Maltchik Garcia,Mulher,PQ-C,FURG,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Dalva Maria da Silva Matos,Mulher,PQ-C,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Daniel Oliveira Mesquita,Homem,PQ-1D,UFPB,PB,Nordeste
Ciências da Vida,Ecologia e Limnologia,Daniel de Paiva Silva,Homem,PQ-2,IFG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Danilo Boscolo,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,David Montenegro Lapola,Homem,PQ-C,UNICAMP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Deborah Maria de Faria,Mulher,PQ-1B,UESC,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Denise de Cerqueira Rossa-Feres,Mulher,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Diogo de Azevedo Jurelevicius,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Divino Vicente Silvério,Homem,PQ-2,UFRA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Domingos de Jesus Rodrigues,Homem,PQ-1D,UFMT,MT,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Eduardo Alves de Almeida,Homem,PQ-1D,FURB,SC,Sul
Ciências da Vida,Ecologia e Limnologia,Eduardo Mariano Neto,Homem,PQ-C,UFBA,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Eduardo Martins Venticinque,Homem,PQ-1D,UFRN,RN,Nordeste
Ciências da Vida,Ecologia e Limnologia,Elcida de Lima Araújo,Mulher,PQ-1D,UFPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Eliana Cazetta,Mulher,PQ-1D,UESC,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Emmanoel Vieira da Silva-Filho,Homem,PQ-1D,UFF,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Erich Arnold Fischer,Homem,PQ-2,UFMS,MS,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Eugenia Zandonà,Mulher,PQ-2,UERJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Evanilde Benedito,Mulher,PQ-1D,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Fabiana Schneck,Mulher,PQ-C,FURG,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Fabio Amodeo Lansac Toha,Homem,PQ-1B,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Fabio Roland Ferreira da Silva,Homem,PQ-1B,UFJF,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Fabio de Oliveira Roque,Homem,PQ-1B,UFMS,MS,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Fabricio Barreto Teresa,Homem,PQ-C,UEG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Fabricio Beggiato Baccaro,Homem,PQ-1D,UFAM,AM,Norte
Ciências da Vida,Ecologia e Limnologia,Fabrícius Maia Chaves Bicalho Domingos,Homem,PQ-C,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Felipe Andrés León Contrera,Homem,PQ-2,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Felipe Pimentel Lopes de Melo,Homem,PQ-C,UFPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Fernanda Michalski,Mulher,PQ-1D,UNIFAP,AP,Norte
Ciências da Vida,Ecologia e Limnologia,Fernanda de Pinho Werneck,Mulher,PQ-1C,INPA,AM,Norte
Ciências da Vida,Ecologia e Limnologia,Fernando Antonio dos Santos Fernandez,Homem,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Fernando Mayer Pelicice,Homem,PQ-1D,UFT,TO,Norte
Ciências da Vida,Ecologia e Limnologia,Fernando Roberto Martins,Homem,PQ-2,UNICAMP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Fernando de Camargo Passos,Homem,PQ-1D,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Flávia Regina Capellotto Costa,Mulher,PQ-1B,INPA,AM,Norte
Ciências da Vida,Ecologia e Limnologia,Francisca Soares de Araújo,Mulher,PQ-2,UFC,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Civil,Americo Campos Filho,Homem,PQ-SR,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Franco Leandro de Souza,Homem,PQ-C,UFMS,MS,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Frederico de Siqueira Neves,Homem,PQ-1D,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Gabriela Bielefeld Nardoto,Mulher,PQ-B,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,George Gardner Brown,Homem,PQ-1C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Geraldo Wilson Afonso Fernandes,Homem,PQ-1A,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Gerhard Ernst Overbeck,Homem,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Gilmar Perbiche Neves,Homem,PQ-C,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Giselda Durigan,Mulher,PQ-1A,IF,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Gisele Pires de Mendonça Dantas,Mulher,PQ-2,PUC Minas,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Gislene Ganade,Mulher,PQ-C,UFRN,RN,Nordeste
Ciências da Vida,Ecologia e Limnologia,Guendalina Turcato Oliveira,Mulher,PQ-C,PUCRS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Guillaume Xavier Rousseau,Homem,PQ-C,UEMA,MA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Gustavo Quevedo Romero,Homem,PQ-1C,UNICAMP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Helena Cristina da Silva de Assis,Mulher,PQ-1B,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Helena de Godoy Bergallo,Mulher,PQ-2,UERJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Heraldo Luis de Vasconcelos,Homem,PQ-1A,UFU,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Hugo Miguel Preto de Morais Sarmento,Homem,PQ-B,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Ima Célia Guimarães Vieira,Mulher,PQ-1B,MPEG,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Inara Roberta Leal,Mulher,PQ-1A,UFPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Isabel Alves dos Santos,Mulher,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Isabel Belloni Schmidt,Mulher,PQ-C,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Isabela Galarda Varassin,Mulher,PQ-2,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Janet Higuti,Mulher,PQ-2,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Jarcilene Silva de Almeida,Mulher,PQ-1D,UFPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Jayme Augusto Prevedello,Homem,PQ-2,UERJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Jean Carlos Santos,Homem,PQ-C,UFS,SE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Jean Paul Walter Metzger,Homem,PQ-1A,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Jean Ricardo Simões Vitule,Homem,PQ-1A,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Joao Paulo Machado Torres,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Joice Nunes Ferreira,Mulher,PQ-A,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Jose Alexandre Felizola Diniz Filho,Homem,PQ-1A,UFG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Joseline Molozzi,Mulher,PQ-2,UEPB,PB,Nordeste
Ciências da Vida,Ecologia e Limnologia,José Carlos Morante Filho,Homem,PQ-2,UESC,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,José Francisco Gonçalves Júnior,Homem,PQ-1B,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,José Lailson Brito Junior,Homem,PQ-1D,UERJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,José Max Barbosa de Oliveira Junior,Homem,PQ-2,UFOPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,João Augusto Alves Meira Neto,Homem,PQ-B,UFV,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,João Carlos Nabout,Homem,PQ-1C,UEG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Júlio César Bicca Marques,Homem,PQ-1D,PUCRS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Karina Dias da Silva,Mulher,PQ-2,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Kleber Del Claro,Homem,PQ-1A,UFU,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Laszlo Karoly Nagy,Homem,PQ-2,UNICAMP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Laurence Marianne Vincianne Culot,Mulher,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Leandro Juen,Homem,PQ-1D,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Leandro Schlemmer Brasil,Homem,PQ-2,UFMT,MT,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Leandro da Silva Duarte,Homem,PQ-1B,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Leonardo Maltchik Garcia,Homem,PQ-1B,FURG,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Levi Carina Terribile,Homem,PQ-2,UFJ,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Lilian Casatti,Mulher,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Lilian Tonelli Manica,Mulher,PQ-C,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Lucas Del Bianco Faria,Homem,PQ-C,SFB/MMA,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Lucas Navarro Paolucci,Homem,PQ-C,UFV,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Lucelia Donatti,Mulher,PQ-2,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Luciano Fogaça de Assis Montag,Homem,PQ-1D,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Luciano Neves dos Santos,Homem,PQ-C,UNIRIO,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Ludgero Cardoso Galli Vieira,Homem,PQ-C,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Ludmilla Moura de Souza Aguiar,Mulher,PQ-1D,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Luis Cesar Schiesari,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Luis Mauricio Bini,Homem,PQ-1A,UFG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Luiz Antonio Martinelli,Homem,PQ-C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Engenharia Civil,Fernando Schnaid,Homem,PQ-SR,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Luiz Felipe Machado Velho,Homem,PQ-1D,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Luiz Gustavo Rodrigues Oliveira Santos,Homem,PQ-2,UFMS,MS,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Luiz Ubiratan Hepp,Homem,PQ-2,UFMS,MS,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Luiz dos Anjos,Homem,PQ-C,UEL,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Luzia Cleide Rodrigues,Mulher,PQ-2,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Marcelo Manzi Marinho,Homem,PQ-2,UERJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marcelo Passamani,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marcelo Tabarelli,Homem,PQ-1A,UFPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Marcio Roberto Costa Martins,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marcio Roberto Pie,Homem,PQ-A,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Marco Aurelio Pizo Ferreira,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marco Aurelio Ribeiro de Mello,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marconi Souza Silva,Homem,PQ-C,UFLA,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marcos Bergmann Carlucci,Homem,PQ-2,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Marcos Callisto de Faria Pereira,Homem,PQ-1A,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marcos Pérsio Dantas Santos,Homem,PQ-2,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Marcos Robalinho Lima,Homem,PQ-C,UEL,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Marcus Vinicius Cianciaruso,Homem,PQ-1D,UFG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Marcus Vinícius Vieira,Homem,PQ-1D,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Maria Alice dos Santos Alves,Mulher,PQ-1D,UERJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Maria Auxiliadora Pantoja Ferreira,Mulher,PQ-2,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Maria João Veloso da Costa Ramos Pereira,Mulher,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Maria Teresa Fernandez Piedade,Mulher,PQ-1B,INPA,AM,Norte
Ciências da Vida,Ecologia e Limnologia,Maria Virginia Petry,Mulher,PQ-1C,UNISINOS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Maria da Graca Gama Melao,Mulher,PQ-C,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Mariana Bender Gomes,Mulher,PQ-C,UFSM,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Mariana Moncassim Vale,Mulher,PQ-1D,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Marisa Narciso Fernandes,Mulher,PQ-A,UFSCAR,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Markus Gastauer,Homem,PQ-2,ITV,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Marta Jussara Cremer,Mulher,PQ-2,UNIVILLE,SC,Sul
Ciências da Vida,Ecologia e Limnologia,Matheus de Souza Lima Ribeiro,Homem,PQ-2,UFJ,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Mathias Mistretta Pires,Homem,PQ-2,UNICAMP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Mauricio Osvaldo Moura,Homem,PQ-2,UFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Mauro Galetti Rodrigues,Homem,PQ-1B,UNESP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Maíra Benchimol de Souza,Mulher,PQ-2,UESC,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Mercedes Maria da Cunha Bustamante,Mulher,PQ-1A,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Milton Cezar Ribeiro,Homem,PQ-1C,UNESP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Murilo Sversut Dias,Homem,PQ-2,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Mário Luís Garbin,Homem,PQ-2,UFES,ES,Sudeste
Ciências da Vida,Ecologia e Limnologia,Mário Marcos do Espírito Santo,Homem,PQ-C,UNIMONTES,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Nadson Ressyé Simões da Silva,Homem,PQ-2,UFSB,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Nathan Oliveira Barros,Homem,PQ-C,UFJF,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Nilton Carlos Cáceres,Homem,PQ-1D,UFSM,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Olaf Malm,Homem,PQ-1D,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Pablo Ariel Martinez,Homem,PQ-2,UFS,SE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Paulo De Marco Júnior,Homem,PQ-1A,UFG,GO,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Paulo Inácio de Knegt López de Prado,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Paulo Jorge Parreira dos Santos,Homem,PQ-1D,UFPE,PE,Nordeste
Ciências da Vida,Ecologia e Limnologia,Paulo Roberto Guimarães Junior,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Paulo Sergio D'Andrea,Homem,PQ-C,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Paulo Sergio Moreira Carvalho de Oliveira,Homem,PQ-1D,UNICAMP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Paulo Sérgio Bernarde,Homem,PQ-2,UFAC,AC,Norte
Ciências da Vida,Ecologia e Limnologia,Paulo dos Santos Pompeu,Homem,PQ-1B,UFLA,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Pavel Dodonov,Homem,PQ-C,UFBA,BA,Nordeste
Ciências da Vida,Ecologia e Limnologia,Pietro Kiyoshi Maruyama Mendonça,Homem,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Rafael Dudeque Zenni,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Rafael Pereira Leitão,Homem,PQ-2,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Rafael Silva Oliveira,Homem,PQ-1B,UNICAMP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Raphael Ligeiro Barroso Santos,Homem,PQ-C,UFPA,PA,Norte
Ciências da Vida,Ecologia e Limnologia,Regina Helena Ferraz Macedo,Mulher,PQ-1A,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Reinaldo Luiz Bozelli,Homem,PQ-2,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Renan Maestri,Homem,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Renan de Souza Rezende,Homem,PQ-2,UNOCHAPECO,SC,Sul
Ciências da Vida,Ecologia e Limnologia,Renata Pardini,Mulher,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Renata Ruaro,Mulher,PQ-C,UTFPR,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Renato Azevedo Matias Silvano,Homem,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Ecologia e Limnologia,Renato Campello Cordeiro,Homem,PQ-1D,UFF,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Renato Richard Hilário,Homem,PQ-C,UNIFAP,AP,Norte
Ciências da Vida,Ecologia e Limnologia,Ricardo Bomfim Machado,Homem,PQ-2,UnB,DF,Centro-Oeste
Ciências da Vida,Ecologia e Limnologia,Ricardo Ribeiro de Castro Solar,Homem,PQ-2,UFMG,MG,Sudeste
Ciências da Vida,Ecologia e Limnologia,Richard James Ladle,Homem,PQ-B,UFAL,AL,Nordeste
Ciências da Vida,Ecologia e Limnologia,Rita de Cássia Quitete Portela,Mulher,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Roger Paulo Mormul,Homem,PQ-1C,UEM,PR,Sul
Ciências da Vida,Ecologia e Limnologia,Ronaldo Bastos Francini Filho,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Ecologia e Limnologia,Rosana Gentile,Mulher,PQ-2,FIOCRUZ,RJ,Sudeste
Ciências da Vida,Ecologia e Limnologia,Sandra Cristina Müller,Mulher,PQ-1D,UFRGS,RS,Sul
